Datetime,Open,High,Low,Close,Volume,Sma,Atr
2022-01-19 00:00:00,42348.56,42680.0,42209.67,42460.89,11471.422,,0.0
2022-01-19 01:00:00,42460.89,42546.66,42317.0,42337.58,6397.675,,0.0
2022-01-19 02:00:00,42337.58,42471.59,42146.63,42242.57,10786.622,,0.0
2022-01-19 03:00:00,42242.57,42449.0,42233.53,42409.54,5746.66,,0.0
2022-01-19 04:00:00,42408.48,42498.87,42271.24,42324.74,5646.609,,0.0
2022-01-19 05:00:00,42324.74,42326.36,41550.0,41690.59,23681.21,,0.0
2022-01-19 06:00:00,41690.61,41790.68,41581.54,41699.55,9586.795,,0.0
2022-01-19 07:00:00,41699.55,41794.87,41640.83,41751.99,5430.049,,0.0
2022-01-19 08:00:00,41752.0,41835.97,41670.0,41700.0,6048.07,,0.0
2022-01-19 09:00:00,41700.01,41700.01,41133.73,41271.21,23661.113,,0.0
2022-01-19 10:00:00,41271.21,41399.88,41115.64,41362.88,13211.046,,0.0
2022-01-19 11:00:00,41362.87,41661.51,41323.46,41553.2,13866.059,,0.0
2022-01-19 12:00:00,41553.2,41602.96,41296.04,41494.2,12307.41,,0.0
2022-01-19 13:00:00,41494.61,42154.99,41486.29,42023.15,30848.389,,0.0
2022-01-19 14:00:00,42023.97,42269.28,41893.87,42075.1,14835.786,,0.0
2022-01-19 15:00:00,42075.64,42338.38,42000.0,42171.24,14666.124,,0.0
2022-01-19 16:00:00,42171.24,42545.0,42041.08,42475.99,23468.38,,0.0
2022-01-19 17:00:00,42475.99,42510.0,41828.0,41971.31,28400.707,,0.0
2022-01-19 18:00:00,41971.31,42049.0,41683.33,41904.33,19235.595,,0.0
2022-01-19 19:00:00,41904.32,42366.95,41885.18,42150.0,22575.497,,0.0
2022-01-19 20:00:00,42149.99,42220.0,41872.29,42000.01,9577.829,41955.71761904762,382.50523809523776
2022-01-19 21:00:00,42000.0,42046.62,41740.01,41864.47,9747.332,41927.316666666666,378.8911791383217
2022-01-19 22:00:00,41864.46,41964.43,41557.0,41626.0,11440.572,41893.43190476191,380.25017060792544
2022-01-19 23:00:00,41626.01,41830.01,41623.11,41704.26,6535.342,41867.7980952381,371.99540057897667
2022-01-20 00:00:00,41704.26,41986.76,41630.27,41956.47,6061.179,41846.223333333335,371.2570481704542
2022-01-20 01:00:00,41956.48,41971.99,41625.2,41657.89,6587.72,41814.46857142857,370.09195063852786
2022-01-20 02:00:00,41656.9,41850.0,41631.3,41824.64,6765.843,41820.8519047619,362.88281013193114
2022-01-20 03:00:00,41824.64,41880.62,41646.47,41756.21,5736.467,41823.55,356.75267631612496
2022-01-20 04:00:00,41756.21,42050.0,41752.21,41969.69,7480.505,41833.916666666664,353.94492982488094
2022-01-20 05:00:00,41969.7,42068.12,41870.85,41915.36,4633.34,41844.171904761904,346.4842188808392
2022-01-20 06:00:00,41915.35,41978.89,41852.0,41875.9,4005.937,41872.96666666666,336.02735131508496
2022-01-20 07:00:00,41875.9,41936.62,41756.64,41878.84,5691.179,41897.53619047619,328.59652506198586
2022-01-20 08:00:00,41878.83,42038.6,41869.81,41988.84,5924.88,41918.280952380956,320.9866905352247
2022-01-20 09:00:00,41988.85,42145.71,41914.29,42039.99,6005.884,41944.27095238095,316.7216100335472
2022-01-20 10:00:00,42040.0,42068.29,41850.0,41956.98,6920.915,41941.12,312.03439050814023
2022-01-20 11:00:00,41956.99,42082.14,41803.0,42038.6,9797.956,41939.3819047619,310.46799096013353
2022-01-20 12:00:00,42039.07,42142.58,41986.4,42089.94,7373.629,41935.51047619048,303.1209437715558
2022-01-20 13:00:00,42089.94,42217.91,42029.81,42117.31,8592.576,41918.43047619047,297.6437559729106
2022-01-20 14:00:00,42117.32,42118.9,41923.0,42019.89,10933.873,41920.74380952381,292.7988152122959
2022-01-20 15:00:00,42019.9,42450.0,41959.98,42368.81,21266.132,41942.86190476191,302.19030020218645
2022-01-20 16:00:00,42367.86,43039.91,42356.28,42941.36,36800.442,41980.54571428572,320.35409543065396
2022-01-20 17:00:00,42942.48,43440.0,42906.73,43275.74,43378.222,42041.29476190476,330.4929480291941
2022-01-20 18:00:00,43275.75,43495.0,43120.0,43257.22,21017.351,42107.61619047619,332.61233145637533
2022-01-20 19:00:00,43257.23,43289.99,42979.0,43020.35,11737.083,42174.01380952381,331.5826966251193
2022-01-20 20:00:00,43020.35,43078.68,42811.0,42824.44,14302.909,42227.35571428572,328.53971107154223
2022-01-20 21:00:00,42823.56,43298.0,42810.0,42909.99,15500.38,42272.76142857143,336.1330581633735
2022-01-20 22:00:00,42909.99,42975.3,42565.0,42715.35,15539.391,42323.11666666666,339.6648172984511
2022-01-20 23:00:00,42715.35,42726.0,41285.19,41319.68,48834.023,42299.07095238095,392.1003021890009
2022-01-21 00:00:00,41319.67,41538.0,40779.37,41137.96,45932.742,42269.630476190476,409.5540973228579
2022-01-21 01:00:00,41139.37,41165.95,40550.0,40661.69,35646.393,42207.34476190476,419.3824736408169
2022-01-21 02:00:00,40662.06,41095.76,40255.0,40884.57,35087.586,42158.259523809524,439.44807013411145
2022-01-21 03:00:00,40884.57,40923.15,39712.01,39750.69,37748.662,42057.05904761905,476.19530488962994
2022-01-21 04:00:00,39750.68,40263.48,39010.0,39818.48,47741.266,41958.94666666666,513.2088617996477
2022-01-21 05:00:00,39818.47,39929.71,38200.0,38447.91,69754.853,41790.33095238095,571.1374874282359
2022-01-21 06:00:00,38447.92,39056.0,38419.12,38819.99,23879.202,41636.997619047615,574.2680832649864
2022-01-21 07:00:00,38820.0,38980.0,38672.35,38888.95,13528.515,41490.90095238095,561.571984061892
2022-01-21 08:00:00,38888.96,38915.84,38516.24,38663.95,13349.484,41330.20333333333,553.8590324398971
2022-01-21 09:00:00,38663.27,39157.25,38538.99,39106.42,17939.806,41188.130952380954,556.9257451808544
2022-01-21 10:00:00,39106.43,39272.13,38986.62,39140.86,15548.002,41046.39523809524,544.0011858865278
2022-01-21 11:00:00,39140.86,39170.0,38912.0,38942.78,10941.037,40899.86619047619,530.3820817966931
2022-01-21 12:00:00,38942.78,39073.48,38836.0,38956.26,10220.567,40737.363809523806,516.4343636158983
2022-01-21 13:00:00,38956.26,38965.53,38645.16,38878.71,14621.848,40543.904285714285,507.09796534847436
2022-01-21 14:00:00,38878.72,38920.41,37648.16,38169.34,57051.457,40300.74238095238,543.5337765223566
2022-01-21 15:00:00,38169.34,38732.4,38130.0,38484.39,33266.442,40073.46476190476,546.336930021292
2022-01-21 16:00:00,38485.78,38883.75,38239.0,38411.24,34502.656,39853.98333333334,551.0232666869448
2022-01-21 17:00:00,38411.5,39029.55,38074.58,38831.88,39981.329,39663.86142857143,570.2588254161379
2022-01-21 18:00:00,38831.88,39045.0,38500.0,38704.37,23924.03,39463.59380952381,569.0560242058457
2022-01-21 19:00:00,38704.37,38740.04,38266.66,38369.69,17540.934,39256.65761904762,564.5000230531862
2022-01-21 20:00:00,38367.99,38634.57,37805.0,38254.15,30760.205,39110.67999999999,577.1224029077963
2022-01-21 21:00:00,38254.15,38490.0,37931.0,37967.04,16655.856,38959.683809523805,576.2594313407584
2022-01-21 22:00:00,37967.04,38471.92,37588.04,38337.36,40709.124,38849.00142857143,590.9080298483412
2022-01-21 23:00:00,38337.36,38443.16,36120.0,36634.29,70604.578,38646.607142857145,673.3962189031823
2022-01-22 00:00:00,36635.18,37130.0,35380.92,36093.06,68853.143,38472.434285714284,724.6192560982689
2022-01-22 01:00:00,36094.99,36802.19,35790.63,36425.98,46110.327,38310.886666666665,738.2831010459706
2022-01-22 02:00:00,36426.46,36817.74,36126.83,36468.66,25530.284,38216.636666666665,736.0272390914004
2022-01-22 03:00:00,36468.67,36600.0,36142.0,36475.49,21791.774,38104.99380952381,722.7878467537147
2022-01-22 04:00:00,36475.49,36544.0,36250.0,36460.42,13206.933,37989.34952380952,702.3693778606806
2022-01-22 05:00:00,36456.88,36675.1,35947.2,36319.99,20738.525,37877.73238095238,703.5851217720768
2022-01-22 06:00:00,36319.99,36411.75,36177.07,36258.38,10514.698,37742.11142857143,681.256306449597
2022-01-22 07:00:00,36258.38,36323.63,35598.52,35728.06,22807.258,37579.597142857136,683.3445775710449
2022-01-22 08:00:00,35731.45,35950.0,35356.23,35706.43,32635.355,37425.48523809524,679.079121496233
2022-01-22 09:00:00,35706.42,35881.1,35101.0,35374.14,34618.564,37254.9080952381,683.8896395202219
2022-01-22 10:00:00,35377.17,35790.44,35371.96,35583.24,18954.222,37097.98095238095,671.2510852573544
2022-01-22 11:00:00,35583.23,35722.3,34650.0,34804.48,48937.913,36937.74952380952,690.3486526260518
2022-01-22 12:00:00,34802.19,35930.16,33950.0,35461.77,89258.681,36793.81523809524,751.7682405962399
2022-01-22 13:00:00,35460.75,35648.66,34802.0,35385.59,30870.488,36649.736666666664,756.286895805943
2022-01-22 14:00:00,35383.04,35874.52,35312.03,35744.46,30388.297,36502.71666666666,747.0584721961361
2022-01-22 15:00:00,35744.45,36181.08,35500.0,35572.97,28119.205,36353.60238095238,743.9166401867964
2022-01-22 16:00:00,35572.97,35646.7,34965.0,35008.02,22874.046,36193.52285714286,740.9539430350441
2022-01-22 17:00:00,35008.02,35311.67,34800.0,34829.93,25109.229,36030.46476190476,730.0356600333753
2022-01-22 18:00:00,34829.93,35488.0,34503.0,35085.04,43370.314,35893.22666666667,742.176819079405
2022-01-22 19:00:00,35085.03,35200.0,34442.0,34590.01,26474.143,35714.78142857143,742.9303038851476
2022-01-22 20:00:00,34590.01,34770.53,34211.5,34379.45,27521.337,35607.40809523809,734.1731465572834
2022-01-22 21:00:00,34379.44,34841.9,34330.52,34506.47,21308.971,35531.85619047619,723.5639491021749
2022-01-22 22:00:00,34506.48,35500.0,34404.63,35275.85,38316.025,35477.0880952381,741.2689991449286
2022-01-22 23:00:00,35275.84,35756.0,35075.0,35364.01,18175.662,35424.485714285714,738.3990468046939
2022-01-23 00:00:00,35364.01,35376.51,34712.0,34861.04,15281.353,35347.607142857145,734.8805207663752
2022-01-23 01:00:00,34861.04,35093.39,34738.0,35043.73,9469.627,35280.14571428571,716.809543587024
2022-01-23 02:00:00,35043.73,35419.98,34916.13,35378.61,14083.689,35235.31809523809,706.6686129400232
2022-01-23 03:00:00,35378.62,35502.0,35243.47,35296.61,8396.307,35189.519523809526,685.3286789904982
2022-01-23 04:00:00,35296.6,35328.0,34821.04,34862.32,12337.48,35148.29380952381,676.834932371903
2022-01-23 05:00:00,34862.33,35082.64,34800.0,35032.09,8661.191,35116.18238095238,658.0637451160981
2022-01-23 06:00:00,35032.08,35283.45,34935.6,35199.96,8389.127,35107.88809523809,643.2916620153314
2022-01-23 07:00:00,35199.97,35540.1,34920.64,35429.32,16330.293,35100.55857142857,642.1568209669823
2022-01-23 08:00:00,35429.31,35510.0,35139.5,35262.76,12346.89,35122.38142857143,629.2207818733165
2022-01-23 09:00:00,35262.76,35742.0,35200.03,35553.2,15720.68,35126.735238095236,625.065982736492
2022-01-23 10:00:00,35552.0,35928.0,35315.84,35820.2,27031.137,35147.43095238096,624.4514121299925
2022-01-23 11:00:00,35820.2,36118.05,35706.71,35860.35,23118.337,35152.949523809526,614.3032496476121
2022-01-23 12:00:00,35860.36,35923.17,35640.0,35883.99,15520.762,35167.759999999995,598.5349996643924
2022-01-23 13:00:00,35883.99,35894.27,35596.72,35671.57,8246.62,35199.357619047616,584.2023806327545
2022-01-23 14:00:00,35671.56,35826.31,35535.0,35780.01,10886.715,35244.59952380952,570.255124412147
2022-01-23 15:00:00,35780.01,36055.0,35685.19,35944.34,9339.855,35285.51857142857,560.7101184877589
2022-01-23 16:00:00,35944.35,36050.0,35021.12,35308.53,32334.863,35319.73380952381,583.0039223692941
2022-01-23 17:00:00,35308.53,35355.0,35100.0,35265.33,12624.693,35361.91857142857,567.3846879707562
2022-01-23 18:00:00,35265.32,35443.83,35139.73,35211.97,10399.625,35395.513809523814,554.8473218769107
2022-01-23 19:00:00,35211.98,35424.39,35176.03,35314.96,6865.35,35397.376190476185,540.2526875018197
2022-01-23 20:00:00,35314.95,35379.6,34855.0,34942.06,15692.149,35377.28333333334,539.5073214303044
2022-01-23 21:00:00,34940.42,35191.52,34588.8,34763.65,24071.573,35372.64571428572,542.517448981242
2022-01-23 22:00:00,34763.65,35368.63,34687.13,35271.3,16977.767,35383.48238095238,549.1356656964209
2022-01-23 23:00:00,35271.3,35310.0,35080.0,35253.25,3283.866,35377.51285714286,533.9387292346865
