Datetime,Open,High,Low,Close,Volume,Sma
2022-01-23 16:37:00,35591.99,35598.31,35502.0,35508.56,296.828,
2022-01-23 16:38:00,35508.56,35531.4,35502.0,35526.19,132.593,
2022-01-23 16:39:00,35526.19,35545.55,35486.11,35500.76,206.706,
2022-01-23 16:40:00,35500.23,35500.23,35388.0,35388.01,884.518,
2022-01-23 16:41:00,35388.29,35459.0,35351.0,35425.01,806.549,
2022-01-23 16:42:00,35425.0,35436.72,35356.79,35387.49,449.174,
2022-01-23 16:43:00,35387.49,35424.19,35362.93,35417.24,342.201,
2022-01-23 16:44:00,35417.23,35454.62,35415.94,35423.16,239.707,
2022-01-23 16:45:00,35424.8,35449.0,35415.79,35436.7,222.833,
2022-01-23 16:46:00,35436.7,35474.99,35398.01,35401.04,287.418,
2022-01-23 16:47:00,35401.04,35408.12,35021.12,35160.65,3887.701,
2022-01-23 16:48:00,35160.04,35194.34,35040.18,35080.06,1473.243,
2022-01-23 16:49:00,35080.07,35170.14,35071.78,35129.37,769.378,
2022-01-23 16:50:00,35129.36,35234.56,35117.57,35156.51,830.33,
2022-01-23 16:51:00,35156.51,35190.0,35123.81,35136.86,609.046,
2022-01-23 16:52:00,35138.45,35152.41,35089.35,35101.88,497.766,
2022-01-23 16:53:00,35101.88,35172.57,35088.0,35159.95,286.111,
2022-01-23 16:54:00,35159.94,35227.92,35157.8,35167.4,359.999,
2022-01-23 16:55:00,35167.4,35220.0,35161.2,35206.29,401.323,
2022-01-23 16:56:00,35206.3,35213.0,35164.56,35172.78,547.606,
2022-01-23 16:57:00,35172.79,35352.59,35160.81,35289.7,1797.496,35294.07666666667
2022-01-23 16:58:00,35289.71,35358.0,35289.71,35319.02,609.528,35285.05095238095
2022-01-23 16:59:00,35318.01,35330.74,35267.55,35308.53,401.577,35274.68619047619
2022-01-23 17:00:00,35308.53,35321.55,35260.0,35294.27,243.933,35264.85333333333
2022-01-23 17:01:00,35294.27,35298.62,35258.42,35258.84,248.646,35258.70238095238
2022-01-23 17:02:00,35258.84,35355.0,35254.39,35305.01,598.318,35252.98809523809
2022-01-23 17:03:00,35305.02,35310.0,35243.48,35247.32,240.43,35246.31333333333
2022-01-23 17:04:00,35247.33,35247.33,35201.17,35202.34,264.594,35236.079999999994
2022-01-23 17:05:00,35202.35,35275.21,35201.76,35244.99,211.625,35227.59571428571
2022-01-23 17:06:00,35244.98,35291.83,35229.51,35282.48,165.761,35220.251904761906
2022-01-23 17:07:00,35282.48,35320.0,35254.01,35254.32,557.407,35213.265238095235
2022-01-23 17:08:00,35254.27,35269.9,35230.07,35231.22,140.48,35216.62571428571
2022-01-23 17:09:00,35231.22,35243.46,35202.5,35232.41,126.966,35223.880476190476
2022-01-23 17:10:00,35232.4,35235.06,35218.52,35235.05,118.672,35228.91285714286
2022-01-23 17:11:00,35235.05,35280.0,35233.58,35263.63,209.436,35234.013809523814
2022-01-23 17:12:00,35263.64,35263.64,35225.68,35242.0,134.703,35239.020476190475
2022-01-23 17:13:00,35242.0,35250.0,35200.0,35203.38,180.048,35243.85380952381
2022-01-23 17:14:00,35203.38,35204.51,35167.28,35184.48,285.658,35245.0219047619
2022-01-23 17:15:00,35184.49,35269.0,35184.48,35225.66,384.418,35247.79619047619
2022-01-23 17:16:00,35225.67,35273.0,35207.05,35259.19,159.437,35250.31523809524
2022-01-23 17:17:00,35259.19,35270.0,35217.01,35219.75,114.057,35252.5519047619
2022-01-23 17:18:00,35219.75,35239.76,35219.75,35239.18,96.888,35250.146190476196
2022-01-23 17:19:00,35239.19,35250.0,35228.24,35230.19,44.179,35245.91619047619
2022-01-23 17:20:00,35230.19,35279.99,35227.88,35277.06,175.394,35244.41761904762
2022-01-23 17:21:00,35277.0,35330.0,35263.92,35325.49,457.061,35245.904285714285
2022-01-23 17:22:00,35325.47,35350.0,35281.15,35289.53,316.977,35247.36571428571
