Datetime,Open,High,Low,Close,Volume,Sma
2022-01-23 13:25:00,1.1286,1.1302,1.1243,1.1259,4454968.0,
2022-01-23 13:30:00,1.1255,1.1262,1.1147,1.1189,7738887.0,
2022-01-23 13:35:00,1.1187,1.123,1.1165,1.1193,4859519.0,
2022-01-23 13:40:00,1.1191,1.1228,1.1166,1.1194,2720556.0,
2022-01-23 13:45:00,1.1194,1.1245,1.1175,1.1241,3255868.0,
2022-01-23 13:50:00,1.1241,1.1243,1.1211,1.122,1876811.0,
2022-01-23 13:55:00,1.122,1.1225,1.1187,1.1198,2159953.0,
2022-01-23 14:00:00,1.1198,1.1222,1.1166,1.118,3251830.0,
2022-01-23 14:05:00,1.1178,1.1186,1.1117,1.1128,3715660.0,
2022-01-23 14:10:00,1.113,1.1164,1.1108,1.112,3360505.0,
2022-01-23 14:15:00,1.1119,1.1152,1.107,1.1082,3074646.0,
2022-01-23 14:20:00,1.1083,1.1149,1.1057,1.1128,6719594.0,
2022-01-23 14:25:00,1.1128,1.1152,1.1091,1.1116,3509101.0,
2022-01-23 14:30:00,1.1115,1.114,1.1071,1.1101,1963573.0,
2022-01-23 14:35:00,1.1101,1.1116,1.1077,1.1091,1705850.0,
2022-01-23 14:40:00,1.109,1.1093,1.1034,1.1042,2664210.0,
2022-01-23 14:45:00,1.1043,1.1129,1.103,1.1127,4440813.0,
2022-01-23 14:50:00,1.1127,1.1179,1.1118,1.1141,3468913.0,
2022-01-23 14:55:00,1.1143,1.1268,1.1139,1.1231,4361400.0,
2022-01-23 15:00:00,1.1231,1.1232,1.1162,1.1165,4557890.0,
2022-01-23 15:05:00,1.1164,1.1175,1.1098,1.1119,5015171.0,1.115547619047619
2022-01-23 15:10:00,1.1119,1.1168,1.1116,1.1133,2015086.0,1.1149476190476189
2022-01-23 15:15:00,1.1133,1.119,1.1129,1.1176,3278229.0,1.1148857142857143
2022-01-23 15:20:00,1.1177,1.1222,1.1169,1.1174,1811427.0,1.114795238095238
2022-01-23 15:25:00,1.1175,1.123,1.1173,1.1214,1535635.0,1.1148904761904763
2022-01-23 15:30:00,1.1214,1.1237,1.1185,1.1203,2138237.0,1.1147095238095237
2022-01-23 15:35:00,1.1204,1.1205,1.1155,1.1161,1777727.0,1.1144285714285713
2022-01-23 15:40:00,1.1162,1.1213,1.1155,1.1196,1838158.0,1.1144190476190476
2022-01-23 15:45:00,1.1196,1.1247,1.1174,1.1233,4123499.0,1.1146714285714285
2022-01-23 15:50:00,1.1233,1.127,1.12,1.1264,2358324.0,1.1153190476190475
2022-01-23 15:55:00,1.1265,1.133,1.1263,1.1287,5202202.0,1.1161142857142858
2022-01-23 16:00:00,1.1284,1.1348,1.1281,1.13,3927950.0,1.117152380952381
2022-01-23 16:05:00,1.1299,1.1307,1.1208,1.1233,4594448.0,1.117652380952381
2022-01-23 16:10:00,1.123,1.1233,1.1158,1.1202,3598912.0,1.118061904761905
2022-01-23 16:15:00,1.1201,1.1201,1.1099,1.1108,4845758.0,1.118095238095238
2022-01-23 16:20:00,1.1107,1.1178,1.1046,1.1084,4806846.0,1.118061904761905
2022-01-23 16:25:00,1.1082,1.1165,1.1049,1.1164,4351789.0,1.1186428571428573
2022-01-23 16:30:00,1.1163,1.1177,1.11,1.112,3182060.0,1.1186095238095237
2022-01-23 16:35:00,1.1121,1.117,1.1066,1.1081,2936525.0,1.1183238095238095
2022-01-23 16:40:00,1.108,1.108,1.095,1.1001,6634068.0,1.1172285714285715
2022-01-23 16:45:00,1.0999,1.1033,1.0756,1.0812,15280482.0,1.115547619047619
2022-01-23 16:50:00,1.0811,1.0868,1.0801,1.082,5563570.0,1.1141238095238095
2022-01-23 16:55:00,1.082,1.0952,1.0813,1.0911,7606903.0,1.1130666666666666
2022-01-23 17:00:00,1.0911,1.0973,1.0883,1.0903,5846082.0,1.1117666666666668
2022-01-23 17:05:00,1.0902,1.0985,1.0902,1.0932,2968155.0,1.1106142857142858
2022-01-23 17:10:00,1.0931,1.0971,1.0849,1.0866,3225483.0,1.1089571428571428
2022-01-23 17:15:00,1.0867,1.095,1.0867,1.0911,2843072.0,1.1075666666666666
2022-01-23 17:20:00,1.0913,1.0997,1.0905,1.0978,2780437.0,1.1066952380952382
2022-01-23 17:25:00,1.0978,1.0986,1.0924,1.0937,2417596.0,1.1054619047619048
2022-01-23 17:30:00,1.0937,1.0938,1.0853,1.0907,3599733.0,1.103909523809524
2022-01-23 17:35:00,1.0908,1.0927,1.0869,1.0883,2300111.0,1.1020952380952382
2022-01-23 17:40:00,1.0884,1.0905,1.0837,1.0888,2380905.0,1.100195238095238
2022-01-23 17:45:00,1.0888,1.0889,1.0836,1.084,1782437.0,1.098004761904762
2022-01-23 17:50:00,1.0842,1.0898,1.0813,1.087,2359734.0,1.0962761904761904
2022-01-23 17:55:00,1.087,1.0958,1.087,1.0929,2535940.0,1.0949761904761903
2022-01-23 18:00:00,1.093,1.1055,1.0927,1.1051,8803688.0,1.0947047619047618
2022-01-23 18:05:00,1.105,1.1134,1.1028,1.1126,6179857.0,1.0949047619047618
2022-01-23 18:10:00,1.1128,1.1129,1.1041,1.1045,3066861.0,1.0943380952380952
2022-01-23 18:15:00,1.1045,1.1122,1.103,1.1091,3191657.0,1.0942
2022-01-23 18:20:00,1.109,1.1117,1.103,1.1036,2347835.0,1.0939857142857143
2022-01-23 18:25:00,1.1031,1.1033,1.0912,1.0913,5343298.0,1.0935666666666666
2022-01-23 18:30:00,1.0912,1.0961,1.09,1.094,3697132.0,1.0941761904761906
2022-01-23 18:35:00,1.0937,1.0997,1.0928,1.0946,2665083.0,1.0947761904761906
2022-01-23 18:40:00,1.0945,1.0979,1.0938,1.0957,1899598.0,1.0949952380952381
2022-01-23 18:45:00,1.0958,1.1032,1.0953,1.0989,2321378.0,1.0954047619047618
2022-01-23 18:50:00,1.099,1.1039,1.0983,1.0991,1755616.0,1.0956857142857142
2022-01-23 18:55:00,1.0991,1.102,1.0916,1.095,2513482.0,1.0960857142857143
2022-01-23 19:00:00,1.095,1.102,1.0914,1.0997,3244122.0,1.096495238095238
2022-01-23 19:05:00,1.0997,1.102,1.0967,1.0987,1197569.0,1.0965380952380952
2022-01-23 19:10:00,1.0984,1.1032,1.0982,1.101,1843456.0,1.0968857142857142
2022-01-23 19:15:00,1.101,1.1017,1.0968,1.0989,1956950.0,1.0972761904761905
2022-01-23 19:20:00,1.0989,1.1021,1.0987,1.101,869710.0,1.0978809523809523
2022-01-23 19:25:00,1.1011,1.1069,1.1005,1.1046,1870565.0,1.0986333333333334
2022-01-23 19:30:00,1.1042,1.1072,1.1017,1.1055,1348625.0,1.0996571428571429
2022-01-23 19:35:00,1.1053,1.1063,1.1005,1.1047,1626535.0,1.1005
2022-01-23 19:40:00,1.1048,1.1066,1.102,1.1021,1284494.0,1.1009380952380954
2022-01-23 19:45:00,1.1023,1.1089,1.1023,1.1088,1650130.0,1.1011142857142857
2022-01-23 19:50:00,1.1086,1.1086,1.1051,1.1054,2082799.0,1.1007714285714285
2022-01-23 19:55:00,1.1055,1.1059,1.1014,1.103,2469314.0,1.1007
2022-01-23 20:00:00,1.1031,1.1042,1.1004,1.1038,1670762.0,1.1004476190476191
2022-01-23 20:05:00,1.1037,1.1047,1.0923,1.0931,3355873.0,1.0999476190476192
2022-01-23 20:10:00,1.0931,1.095,1.0915,1.0918,2333699.0,1.0999714285714286
2022-01-23 20:15:00,1.0918,1.0961,1.0838,1.0846,5521268.0,1.0995238095238096
2022-01-23 20:20:00,1.0846,1.0897,1.0822,1.0842,4006133.0,1.0990285714285715
2022-01-23 20:25:00,1.0841,1.0841,1.07,1.0809,9745961.0,1.0983238095238095
2022-01-23 20:30:00,1.0809,1.0863,1.0752,1.084,4101138.0,1.0976142857142857
2022-01-23 20:35:00,1.0841,1.0871,1.0817,1.0827,1779823.0,1.0968333333333333
