Datetime,Open,High,Low,Close,Volume,Sma,Atr
2022-01-17 02:00:00,43060.66,43159.32,42847.62,42873.86,6788.329,,0.0
2022-01-17 03:00:00,42873.87,42928.45,42789.86,42879.99,6371.828,,0.0
2022-01-17 04:00:00,42879.99,42926.53,42768.17,42901.91,5349.94,,0.0
2022-01-17 05:00:00,42901.92,42970.0,42606.0,42635.91,8688.388,,0.0
2022-01-17 06:00:00,42636.3,42783.48,42587.1,42606.26,7177.817,,0.0
2022-01-17 07:00:00,42606.25,42694.04,42222.0,42649.7,15905.985,,0.0
2022-01-17 08:00:00,42649.7,42850.0,42624.49,42730.98,8681.146,,0.0
2022-01-17 09:00:00,42730.98,42951.92,42633.41,42639.51,7124.059,,0.0
2022-01-17 10:00:00,42638.1,42845.0,42555.01,42770.01,8919.623,,0.0
2022-01-17 11:00:00,42770.0,42887.63,42710.0,42825.25,5276.049,,0.0
2022-01-17 12:00:00,42825.25,42880.0,42605.67,42775.48,6605.695,,0.0
2022-01-17 13:00:00,42775.47,42826.5,42634.98,42656.61,5430.534,,0.0
2022-01-17 14:00:00,42656.61,42768.95,42420.0,42544.28,13366.108,,0.0
2022-01-17 15:00:00,42544.28,42666.99,42490.42,42631.58,6336.29,,0.0
2022-01-17 16:00:00,42631.58,42717.95,42546.34,42645.25,6965.093,,0.0
2022-01-17 17:00:00,42645.25,42676.23,42345.78,42467.49,11063.393,,0.0
2022-01-17 18:00:00,42467.49,42527.0,42105.67,42212.29,20007.054,,0.0
2022-01-17 19:00:00,42211.68,42238.83,41931.0,42108.49,16006.757,,0.0
2022-01-17 20:00:00,42108.49,42181.14,41826.0,42162.86,14219.085,,0.0
2022-01-17 21:00:00,42162.85,42298.02,42087.38,42221.15,7048.638,,0.0
2022-01-17 22:00:00,42221.14,42294.0,42006.0,42065.0,5519.861,42571.61238095238,272.81333333333305
2022-01-17 23:00:00,42065.01,42129.37,41582.0,41710.21,14738.347,42516.20047619048,285.8874603174602
2022-01-18 00:00:00,41710.21,42368.0,41523.68,42063.78,18853.381,42477.333333333336,312.47948601662875
2022-01-18 01:00:00,42063.77,42234.1,42032.61,42176.34,6304.945,42442.78238095238,307.1942723967892
2022-01-18 02:00:00,42176.34,42398.0,42111.14,42338.0,9293.868,42428.59619047619,306.2259737112278
2022-01-18 03:00:00,42337.99,42413.0,42150.0,42238.63,5903.43,42411.09,304.16759401069316
2022-01-18 04:00:00,42238.64,42288.52,42127.0,42254.78,4484.705,42392.28428571428,297.37485143875523
2022-01-18 05:00:00,42254.9,42277.0,41953.9,42027.18,6719.349,42358.770000000004,298.5998585131002
2022-01-18 06:00:00,42027.18,42094.64,41855.0,42022.52,8071.923,42329.38952380953,295.7922462029525
2022-01-18 07:00:00,42022.26,42198.38,41970.04,42084.88,6061.415,42296.764285714286,292.58023447900223
2022-01-18 08:00:00,42084.87,42321.4,42084.87,42219.79,5236.803,42267.932857142856,289.9111756942878
2022-01-18 09:00:00,42219.8,42262.01,41944.02,42040.0,8903.65,42232.909999999996,291.2482625659886
2022-01-18 10:00:00,42040.0,42040.0,41618.92,41709.99,14170.796,42187.83285714286,297.4307262533226
